runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
BiasedLexRank.AU_01,1,0.236309,0.250500,0.261693,0.261693,0.338242,0.346658,0.359419,0.359151,0.256725,0.293532,0.333096,0.333096,0.348750,0.372840,0.414000,0.412709,0.219053,0.323675,0.052939,0.240000,0.240000,0.250000,0.233333,0.400000,0.600000,0.600000,0.600000
BiasedLexRank.AU_01,3,0.200000,0.200000,0.213115,0.222345,0.291189,0.279241,0.294976,0.307639,0.200000,0.200000,0.236237,0.278466,0.278535,0.256211,0.295323,0.347590,0.200147,0.298250,0.049630,0.200000,0.200000,0.210000,0.213333,0.200000,0.200000,0.400000,0.600000
BiasedLexRank.AU_01,5,0.378820,0.386116,0.397352,0.399074,0.574312,0.557912,0.568179,0.570397,0.384530,0.403372,0.442434,0.450013,0.556747,0.530430,0.564885,0.573575,0.367346,0.575429,0.060540,0.240000,0.220000,0.240000,0.273333,0.600000,0.600000,0.600000,0.600000
BiasedLexRank.AU_01,6,0.200000,0.200000,0.213115,0.217694,0.275531,0.267511,0.283444,0.289352,0.200000,0.200000,0.236237,0.257313,0.261952,0.247105,0.287076,0.311858,0.200147,0.282099,0.044472,0.200000,0.200000,0.210000,0.213333,0.200000,0.200000,0.400000,0.400000
BiasedLexRank.AU_01,7,0.248411,0.248096,0.248090,0.259040,0.339256,0.328722,0.327526,0.341926,0.265855,0.264976,0.264954,0.314489,0.343583,0.322677,0.319350,0.378794,0.237500,0.333335,0.073355,0.240000,0.220000,0.210000,0.220000,0.400000,0.400000,0.400000,0.600000
BiasedLexRank.AU_01,8,0.410893,0.442633,0.456359,0.471096,0.577381,0.603453,0.618405,0.638238,0.419107,0.481311,0.523439,0.590768,0.555068,0.600716,0.642319,0.724297,0.409267,0.597097,0.071910,0.240000,0.260000,0.260000,0.293333,0.600000,0.800000,0.800000,1.000000
BiasedLexRank.AU_01,9,0.277458,0.306533,0.324091,0.332297,0.409010,0.432011,0.452387,0.463584,0.316808,0.378970,0.433757,0.475588,0.447503,0.489291,0.545008,0.596194,0.249895,0.376902,0.058366,0.280000,0.260000,0.270000,0.273333,0.600000,0.800000,0.800000,1.000000
BiasedLexRank.AU_01,10,0.379425,0.401143,0.402137,0.407166,0.551937,0.560110,0.557124,0.563919,0.438789,0.489433,0.492369,0.514134,0.607633,0.624218,0.614294,0.640642,0.346122,0.518788,0.067252,0.320000,0.280000,0.250000,0.253333,0.800000,1.000000,1.000000,1.000000
BiasedLexRank.AU_01,11,0.430560,0.447537,0.475143,0.480402,0.585597,0.592024,0.625405,0.632214,0.437103,0.470582,0.555233,0.580005,0.563237,0.574228,0.668009,0.697292,0.432395,0.603039,0.073775,0.280000,0.280000,0.280000,0.286667,0.600000,0.600000,1.000000,1.000000
BiasedLexRank.AU_01,12,0.296520,0.297196,0.300364,0.300853,0.437110,0.418852,0.419330,0.419735,0.344151,0.344896,0.356557,0.359074,0.486125,0.445298,0.448256,0.450179,0.259376,0.391202,0.049702,0.280000,0.240000,0.220000,0.213333,0.600000,0.600000,0.600000,0.600000
BiasedLexRank.AU_01,13,0.200000,0.260692,0.283906,0.291837,0.353098,0.433544,0.466297,0.478890,0.200000,0.328727,0.403385,0.441368,0.320850,0.471229,0.559417,0.609941,0.207701,0.386955,0.062223,0.200000,0.260000,0.260000,0.273333,0.200000,0.800000,1.000000,1.000000
BiasedLexRank.AU_01,14,0.408169,0.430830,0.460830,0.463278,0.591926,0.600715,0.636631,0.639668,0.423043,0.477062,0.571248,0.583286,0.585974,0.610707,0.712306,0.725699,0.394162,0.586136,0.092334,0.320000,0.340000,0.360000,0.333333,0.600000,0.800000,1.000000,1.000000
BiasedLexRank.AU_01,16,0.305900,0.351293,0.363897,0.367342,0.429847,0.480204,0.494046,0.498548,0.330209,0.425264,0.466615,0.482444,0.437331,0.533208,0.573857,0.592451,0.303881,0.443631,0.096043,0.320000,0.380000,0.360000,0.333333,0.400000,0.800000,0.800000,0.800000
