runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
DivRank.AU_07,1,0.350378,0.366539,0.372847,0.377448,0.501516,0.507240,0.512082,0.518014,0.409977,0.445538,0.465535,0.488392,0.556936,0.565915,0.578606,0.605122,0.311494,0.460266,0.064840,0.280000,0.280000,0.260000,0.260000,0.800000,0.800000,0.800000,0.800000
DivRank.AU_07,3,0.392738,0.400093,0.406761,0.408871,0.571806,0.558613,0.563004,0.565719,0.409403,0.424805,0.445387,0.456197,0.570166,0.544198,0.556784,0.569439,0.372910,0.555694,0.068363,0.280000,0.240000,0.240000,0.240000,0.600000,0.600000,0.600000,0.600000
DivRank.AU_07,5,0.302572,0.325583,0.339286,0.348322,0.458716,0.470445,0.485148,0.497857,0.359532,0.413460,0.455018,0.495411,0.520554,0.543696,0.580951,0.631438,0.257180,0.402858,0.055992,0.240000,0.240000,0.240000,0.246667,0.800000,0.800000,0.800000,1.000000
DivRank.AU_07,6,0.254766,0.264631,0.282592,0.295429,0.350980,0.353958,0.375848,0.392675,0.268289,0.290357,0.353840,0.415774,0.351395,0.358743,0.429987,0.503909,0.250593,0.353201,0.043693,0.200000,0.200000,0.200000,0.220000,0.400000,0.400000,0.800000,1.000000
DivRank.AU_07,7,0.254766,0.280663,0.293417,0.302703,0.347934,0.371873,0.387367,0.399560,0.268289,0.329477,0.373647,0.418260,0.346729,0.401222,0.450358,0.503783,0.251173,0.352526,0.056061,0.200000,0.220000,0.220000,0.233333,0.400000,0.600000,0.800000,1.000000
DivRank.AU_07,8,0.462330,0.491469,0.499259,0.510604,0.649660,0.670033,0.676537,0.691762,0.494579,0.555471,0.578823,0.632652,0.655023,0.693273,0.710282,0.775647,0.440442,0.642581,0.060179,0.280000,0.280000,0.280000,0.273333,0.800000,0.800000,0.800000,1.000000
DivRank.AU_07,9,0.309834,0.349688,0.377123,0.379474,0.456735,0.492831,0.526413,0.529401,0.350130,0.440130,0.533462,0.544387,0.494570,0.568256,0.670285,0.682439,0.287829,0.434116,0.057224,0.240000,0.260000,0.260000,0.273333,0.600000,0.800000,1.000000,1.000000
DivRank.AU_07,10,0.298941,0.330628,0.362193,0.363134,0.434859,0.461651,0.501787,0.502936,0.349680,0.423107,0.521328,0.525553,0.484235,0.539626,0.650425,0.654871,0.260366,0.390252,0.071754,0.240000,0.240000,0.280000,0.260000,0.600000,0.800000,1.000000,1.000000
DivRank.AU_07,11,0.503480,0.531549,0.533615,0.538814,0.684774,0.703158,0.702368,0.709084,0.547696,0.607177,0.613364,0.637476,0.705743,0.740908,0.737947,0.766385,0.475079,0.662569,0.062137,0.320000,0.280000,0.280000,0.273333,1.000000,1.000000,1.000000,1.000000
DivRank.AU_07,12,0.301664,0.342965,0.361118,0.364211,0.444692,0.483357,0.504147,0.508129,0.334053,0.431685,0.484521,0.498007,0.471862,0.557353,0.609130,0.624363,0.286544,0.432178,0.063903,0.280000,0.260000,0.230000,0.220000,0.600000,1.000000,1.000000,1.000000
DivRank.AU_07,13,0.263843,0.312705,0.345542,0.350923,0.465812,0.520044,0.567530,0.575848,0.290312,0.390221,0.496222,0.520850,0.465732,0.559379,0.688164,0.719779,0.252484,0.470387,0.058920,0.240000,0.240000,0.260000,0.260000,0.400000,0.800000,1.000000,1.000000
DivRank.AU_07,14,0.334644,0.383290,0.398933,0.401902,0.485301,0.534429,0.551121,0.554923,0.379302,0.487165,0.538615,0.553594,0.525388,0.623640,0.671614,0.688757,0.313009,0.465458,0.082640,0.320000,0.320000,0.340000,0.340000,0.600000,0.800000,1.000000,1.000000
DivRank.AU_07,16,0.363691,0.434755,0.453835,0.460214,0.511054,0.594292,0.616150,0.624590,0.358450,0.502864,0.564730,0.593028,0.474733,0.630505,0.694520,0.728252,0.373670,0.545514,0.066253,0.240000,0.300000,0.310000,0.293333,0.400000,0.800000,1.000000,1.000000
DivRank.AU_07,18,0.381543,0.392184,0.396561,0.402232,0.536139,0.534348,0.537339,0.544860,0.388436,0.408842,0.423896,0.451846,0.514446,0.509765,0.520341,0.553964,0.371001,0.541198,0.068980,0.280000,0.240000,0.250000,0.240000,0.600000,0.600000,0.600000,0.800000
DivRank.AU_07,21,0.296520,0.317767,0.336261,0.341621,0.439068,0.451993,0.474233,0.481556,0.339792,0.384703,0.438762,0.466424,0.476229,0.497673,0.554167,0.587920,0.267668,0.412842,0.047495,0.240000,0.260000,0.250000,0.240000,0.600000,0.600000,0.800000,1.000000
DivRank.AU_07,22,0.321936,0.382002,0.388512,0.393181,0.439669,0.506145,0.512861,0.518953,0.373927,0.505205,0.527049,0.548883,0.483251,0.615217,0.635111,0.661052,0.289873,0.406841,0.070521,0.240000,0.280000,0.270000,0.280000,0.800000,1.000000,1.000000,1.000000
DivRank.AU_07,23,0.242663,0.287954,0.319559,0.324644,0.438251,0.490421,0.534301,0.541873,0.259667,0.350701,0.448395,0.471237,0.430772,0.520088,0.632620,0.660449,0.238262,0.449004,0.094743,0.200000,0.220000,0.220000,0.220000,0.400000,0.800000,1.000000,1.000000
DivRank.AU_07,24,0.350983,0.377994,0.392359,0.394924,0.421359,0.444577,0.460038,0.463011,0.409705,0.466081,0.510209,0.523806,0.481737,0.525496,0.570029,0.585035,0.315696,0.384547,0.075230,0.280000,0.280000,0.290000,0.286667,0.800000,0.800000,1.000000,1.000000
DivRank.AU_07,25,0.447806,0.462988,0.465045,0.465461,0.629252,0.632923,0.631521,0.631821,0.491243,0.524920,0.531670,0.533514,0.650605,0.658194,0.654286,0.655398,0.407141,0.594389,0.070827,0.320000,0.300000,0.280000,0.273333,0.800000,0.800000,0.800000,0.800000
DivRank.AU_07,26,0.376399,0.379164,0.414350,0.415343,0.516611,0.505617,0.549268,0.550469,0.428665,0.433622,0.552688,0.557690,0.558591,0.533333,0.668520,0.673984,0.350128,0.492503,0.070546,0.280000,0.240000,0.270000,0.273333,0.800000,0.800000,1.000000,1.000000
DivRank.AU_07,31,0.324054,0.336173,0.353028,0.360649,0.461240,0.462692,0.482309,0.492646,0.379479,0.408704,0.458657,0.493611,0.512204,0.516162,0.567362,0.610217,0.284463,0.417755,0.054982,0.280000,0.280000,0.270000,0.246667,0.800000,0.800000,0.800000,1.000000
DivRank.AU_07,32,0.368230,0.396706,0.410412,0.415489,0.510701,0.535283,0.551284,0.557972,0.428271,0.487803,0.535074,0.559311,0.557925,0.602421,0.652446,0.681329,0.334962,0.483477,0.077012,0.360000,0.340000,0.330000,0.346667,0.800000,0.800000,1.000000,1.000000
DivRank.AU_07,33,0.326172,0.337062,0.363491,0.373036,0.449354,0.450839,0.483444,0.495826,0.361874,0.383817,0.470229,0.516558,0.473969,0.474215,0.571423,0.626058,0.311390,0.438893,0.064098,0.240000,0.240000,0.280000,0.300000,0.600000,0.600000,1.000000,1.000000
DivRank.AU_07,34,0.372769,0.393925,0.424159,0.431323,0.519831,0.533840,0.571944,0.581474,0.372631,0.420982,0.520803,0.555807,0.488461,0.521992,0.636761,0.678923,0.368566,0.535006,0.054706,0.280000,0.260000,0.230000,0.233333,0.400000,0.600000,1.000000,1.000000
DivRank.AU_07,35,0.436914,0.471920,0.484577,0.490927,0.621878,0.650965,0.662987,0.671336,0.453478,0.524566,0.565155,0.595271,0.612085,0.664669,0.699638,0.735380,0.429735,0.631528,0.069432,0.240000,0.260000,0.270000,0.266667,0.800000,1.000000,1.000000,1.000000
DivRank.AU_07,37,0.200000,0.243824,0.257740,0.261255,0.276569,0.329261,0.344986,0.349405,0.200000,0.301140,0.347934,0.363814,0.263299,0.377829,0.425436,0.443315,0.203090,0.287304,0.052581,0.200000,0.240000,0.240000,0.233333,0.200000,0.600000,0.800000,0.800000
DivRank.AU_07,38,0.404841,0.431955,0.446521,0.450501,0.576227,0.592826,0.609021,0.614255,0.425866,0.491254,0.546842,0.565573,0.574816,0.616852,0.674670,0.696864,0.382649,0.561801,0.069690,0.320000,0.300000,0.300000,0.286667,0.600000,0.800000,1.000000,1.000000
DivRank.AU_07,39,0.250832,0.299566,0.309960,0.313072,0.350084,0.403788,0.414962,0.419023,0.282201,0.393036,0.425680,0.440412,0.375797,0.488226,0.518724,0.536115,0.227276,0.323678,0.057798,0.280000,0.280000,0.250000,0.266667,0.400000,0.800000,0.800000,0.800000
DivRank.AU_07,40,0.340091,0.347601,0.378351,0.383903,0.482818,0.476320,0.515132,0.522489,0.371940,0.387903,0.481246,0.508244,0.501052,0.487056,0.593282,0.625554,0.331729,0.485416,0.053596,0.240000,0.240000,0.260000,0.253333,0.600000,0.600000,1.000000,1.000000
DivRank.AU_07,41,0.475643,0.490066,0.515746,0.520320,0.657741,0.658285,0.687698,0.693514,0.500558,0.534153,0.621117,0.642174,0.658983,0.663462,0.755417,0.779699,0.461917,0.652889,0.069878,0.320000,0.300000,0.280000,0.273333,0.800000,0.800000,1.000000,1.000000
DivRank.AU_07,42,0.291074,0.330994,0.356732,0.356831,0.431004,0.470723,0.502895,0.502831,0.325014,0.410488,0.492871,0.493315,0.455517,0.530949,0.622085,0.621616,0.273968,0.422534,0.072228,0.240000,0.260000,0.270000,0.253333,0.600000,0.800000,1.000000,1.000000
DivRank.AU_07,43,0.352799,0.381894,0.388456,0.400754,0.498291,0.523167,0.528275,0.544803,0.395973,0.457536,0.478218,0.535649,0.528890,0.575223,0.588925,0.658662,0.336721,0.492185,0.061521,0.240000,0.240000,0.270000,0.266667,0.800000,0.800000,0.800000,1.000000
DivRank.AU_07,44,0.317095,0.354891,0.367034,0.377009,0.467440,0.500129,0.512231,0.525863,0.362868,0.446334,0.483936,0.530972,0.512564,0.576230,0.607940,0.665506,0.290149,0.437607,0.059426,0.200000,0.220000,0.260000,0.260000,0.800000,0.800000,0.800000,1.000000
