runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
BiasedLexRank.AU_04,1,0.229047,0.228857,0.252641,0.252641,0.327848,0.316707,0.346986,0.346728,0.250953,0.250273,0.325619,0.325619,0.340909,0.317892,0.404707,0.403445,0.209462,0.309503,0.052846,0.240000,0.220000,0.250000,0.233333,0.400000,0.400000,0.600000,0.600000
BiasedLexRank.AU_04,3,0.200000,0.220612,0.230228,0.233002,0.291189,0.308020,0.318662,0.322385,0.200000,0.243318,0.275779,0.289440,0.278535,0.311703,0.344755,0.361288,0.202353,0.301538,0.048841,0.200000,0.220000,0.210000,0.213333,0.200000,0.400000,0.600000,0.600000
BiasedLexRank.AU_04,5,0.378820,0.390400,0.399043,0.400765,0.574312,0.564102,0.570596,0.572813,0.384530,0.413235,0.444137,0.451716,0.556747,0.543400,0.567059,0.575746,0.367554,0.575754,0.060465,0.240000,0.220000,0.240000,0.273333,0.600000,0.600000,0.600000,0.600000
BiasedLexRank.AU_04,6,0.200000,0.200000,0.213115,0.217694,0.275531,0.267511,0.283444,0.289352,0.200000,0.200000,0.236237,0.257313,0.261952,0.247105,0.287076,0.311858,0.200147,0.282099,0.044472,0.200000,0.200000,0.210000,0.213333,0.200000,0.200000,0.400000,0.400000
BiasedLexRank.AU_04,7,0.248411,0.248096,0.255683,0.260206,0.339256,0.328722,0.337551,0.343466,0.265855,0.264976,0.295012,0.316009,0.343583,0.322677,0.355579,0.380624,0.237501,0.333336,0.072967,0.240000,0.220000,0.210000,0.220000,0.400000,0.400000,0.600000,0.600000
BiasedLexRank.AU_04,8,0.419970,0.450164,0.464283,0.472366,0.590136,0.613720,0.629143,0.639958,0.433288,0.499990,0.553601,0.591923,0.573850,0.624028,0.679332,0.725712,0.411090,0.599758,0.072537,0.280000,0.260000,0.270000,0.286667,0.600000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,9,0.265356,0.294509,0.311896,0.319746,0.391169,0.415065,0.435364,0.446075,0.307677,0.369961,0.425961,0.466084,0.434605,0.477660,0.535212,0.584280,0.231106,0.348564,0.058139,0.280000,0.260000,0.280000,0.273333,0.600000,0.800000,0.800000,1.000000
BiasedLexRank.AU_04,10,0.356430,0.383308,0.390581,0.393169,0.518486,0.535206,0.541115,0.544534,0.417517,0.476107,0.502351,0.515775,0.578176,0.607222,0.626748,0.642688,0.317999,0.476635,0.066964,0.320000,0.280000,0.270000,0.260000,0.800000,1.000000,1.000000,1.000000
BiasedLexRank.AU_04,11,0.440545,0.464959,0.483559,0.485586,0.599177,0.615070,0.636482,0.639035,0.452006,0.510388,0.574398,0.584713,0.582440,0.622801,0.691067,0.702952,0.436645,0.608967,0.073921,0.320000,0.280000,0.290000,0.280000,0.600000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,12,0.296520,0.297196,0.300231,0.300734,0.437110,0.418852,0.419145,0.419568,0.344151,0.344896,0.356400,0.358935,0.486125,0.445298,0.448059,0.450006,0.259376,0.391201,0.049731,0.280000,0.240000,0.220000,0.213333,0.600000,0.600000,0.600000,0.600000
BiasedLexRank.AU_04,13,0.200000,0.259089,0.282869,0.290880,0.353098,0.430877,0.464593,0.477320,0.200000,0.327172,0.402493,0.441191,0.320850,0.469000,0.558179,0.609696,0.207411,0.386415,0.062004,0.200000,0.260000,0.260000,0.273333,0.200000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,14,0.408169,0.430830,0.457789,0.462964,0.591926,0.600715,0.632430,0.639234,0.423043,0.477062,0.559779,0.583561,0.585974,0.610707,0.698004,0.726041,0.394157,0.586130,0.092282,0.320000,0.340000,0.360000,0.340000,0.600000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,16,0.305900,0.351293,0.363799,0.367772,0.429847,0.480204,0.493912,0.499131,0.330209,0.425264,0.466481,0.484265,0.437331,0.533208,0.573691,0.594687,0.303881,0.443631,0.095793,0.320000,0.380000,0.350000,0.333333,0.400000,0.800000,0.800000,0.800000
BiasedLexRank.AU_04,18,0.200000,0.200000,0.220509,0.224933,0.281037,0.272498,0.298789,0.304693,0.200000,0.200000,0.266260,0.287112,0.264881,0.249370,0.326839,0.351999,0.200076,0.291860,0.059407,0.200000,0.200000,0.220000,0.226667,0.200000,0.200000,0.600000,0.600000
BiasedLexRank.AU_04,21,0.256278,0.266134,0.276014,0.276087,0.379480,0.378550,0.389267,0.389178,0.298721,0.320382,0.352897,0.353269,0.418667,0.414464,0.445717,0.445290,0.218949,0.337701,0.051497,0.240000,0.220000,0.230000,0.233333,0.600000,0.600000,0.600000,0.600000
BiasedLexRank.AU_04,22,0.450832,0.464357,0.485761,0.489020,0.615702,0.615265,0.641235,0.645451,0.516691,0.546036,0.615640,0.630851,0.667755,0.664939,0.741866,0.759771,0.424780,0.596185,0.079315,0.360000,0.300000,0.310000,0.313333,1.000000,1.000000,1.000000,1.000000
BiasedLexRank.AU_04,23,0.363389,0.390049,0.414992,0.421391,0.656284,0.664301,0.693865,0.703356,0.360073,0.426014,0.501224,0.533983,0.597340,0.631776,0.707154,0.748389,0.360570,0.679495,0.118115,0.280000,0.280000,0.260000,0.240000,0.400000,0.600000,0.800000,1.000000
BiasedLexRank.AU_04,24,0.397277,0.424385,0.429435,0.429436,0.476934,0.499141,0.503509,0.503473,0.396094,0.458792,0.474211,0.474214,0.465733,0.517278,0.529809,0.529645,0.399920,0.487140,0.071410,0.360000,0.360000,0.370000,0.326667,0.400000,0.600000,0.600000,0.600000
BiasedLexRank.AU_04,25,0.265356,0.282965,0.297582,0.306740,0.372874,0.386825,0.404110,0.416373,0.307677,0.347236,0.395641,0.436707,0.407490,0.435397,0.486885,0.536475,0.229346,0.334823,0.067917,0.280000,0.260000,0.270000,0.280000,0.600000,0.800000,0.800000,1.000000
BiasedLexRank.AU_04,26,0.417852,0.440478,0.462106,0.472819,0.573505,0.587379,0.612573,0.626644,0.414811,0.458234,0.531049,0.579611,0.540538,0.563604,0.642347,0.700476,0.429768,0.604528,0.067823,0.280000,0.260000,0.250000,0.280000,0.600000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,31,0.429955,0.440280,0.443550,0.447601,0.611972,0.605979,0.605981,0.611422,0.454291,0.473818,0.482848,0.502863,0.613182,0.598396,0.597287,0.621655,0.408533,0.599962,0.058603,0.320000,0.260000,0.230000,0.246667,0.800000,0.800000,0.800000,0.800000
BiasedLexRank.AU_04,32,0.426324,0.470572,0.478325,0.479759,0.591272,0.634952,0.642508,0.644282,0.447047,0.555510,0.580370,0.587412,0.582385,0.686037,0.707677,0.715560,0.409735,0.591402,0.097676,0.400000,0.460000,0.420000,0.373333,0.600000,1.000000,1.000000,1.000000
BiasedLexRank.AU_04,33,0.262935,0.270934,0.271651,0.277205,0.362234,0.362389,0.361297,0.368452,0.291332,0.308511,0.310616,0.337958,0.381575,0.381173,0.377461,0.409598,0.242962,0.342446,0.073031,0.280000,0.300000,0.300000,0.280000,0.400000,0.400000,0.400000,0.600000
BiasedLexRank.AU_04,34,0.200000,0.215997,0.247110,0.248695,0.278903,0.292716,0.333208,0.335270,0.200000,0.239040,0.348136,0.356373,0.262169,0.296395,0.425650,0.435312,0.200680,0.291305,0.058846,0.200000,0.200000,0.240000,0.226667,0.200000,0.400000,0.800000,0.800000
BiasedLexRank.AU_04,35,0.369440,0.372843,0.384981,0.385497,0.525840,0.514299,0.526723,0.527162,0.364639,0.372690,0.410645,0.413199,0.492173,0.472229,0.508360,0.510454,0.369080,0.542391,0.063735,0.280000,0.260000,0.250000,0.246667,0.400000,0.400000,0.600000,0.600000
BiasedLexRank.AU_04,37,0.200000,0.223246,0.226522,0.227862,0.276569,0.301472,0.303201,0.304746,0.200000,0.257902,0.266941,0.273095,0.263299,0.323580,0.326402,0.332772,0.200769,0.284021,0.061075,0.200000,0.240000,0.230000,0.220000,0.200000,0.400000,0.400000,0.400000
BiasedLexRank.AU_04,38,0.200000,0.220612,0.230825,0.250718,0.284668,0.302774,0.314829,0.341852,0.200000,0.243318,0.275053,0.372416,0.269951,0.305526,0.339348,0.458868,0.202386,0.297140,0.060927,0.200000,0.220000,0.250000,0.260000,0.200000,0.400000,0.400000,1.000000
BiasedLexRank.AU_04,39,0.445386,0.445090,0.457929,0.458870,0.621622,0.599942,0.613058,0.614162,0.478747,0.477696,0.520452,0.524825,0.637531,0.593390,0.634212,0.638872,0.414107,0.589757,0.070697,0.320000,0.260000,0.280000,0.273333,0.800000,0.800000,0.800000,0.800000
BiasedLexRank.AU_04,40,0.403026,0.409281,0.417750,0.426422,0.572165,0.560840,0.568774,0.580357,0.417457,0.431857,0.465614,0.504755,0.562370,0.542245,0.574011,0.621259,0.386288,0.565251,0.055701,0.280000,0.240000,0.230000,0.253333,0.600000,0.600000,0.800000,0.800000
BiasedLexRank.AU_04,41,0.400000,0.423478,0.436438,0.442064,0.553138,0.568840,0.581949,0.589210,0.400000,0.445296,0.492625,0.519447,0.526599,0.553094,0.599142,0.630690,0.404558,0.571816,0.090804,0.400000,0.320000,0.310000,0.306667,0.400000,0.600000,0.800000,0.800000
BiasedLexRank.AU_04,42,0.200000,0.200000,0.209017,0.224519,0.296147,0.284430,0.294657,0.316383,0.200000,0.200000,0.231782,0.302345,0.280306,0.258692,0.292548,0.380978,0.200005,0.308462,0.062750,0.200000,0.200000,0.210000,0.226667,0.200000,0.200000,0.400000,0.800000
BiasedLexRank.AU_04,43,0.229047,0.279160,0.307441,0.310717,0.323504,0.382429,0.418100,0.422403,0.250953,0.357049,0.451588,0.467554,0.335191,0.448889,0.556130,0.574929,0.216692,0.316739,0.065402,0.240000,0.260000,0.320000,0.300000,0.400000,0.800000,1.000000,1.000000
BiasedLexRank.AU_04,44,0.410893,0.420507,0.424487,0.440777,0.605709,0.592598,0.592413,0.614809,0.434282,0.454215,0.467358,0.542694,0.613439,0.586404,0.587114,0.680198,0.386040,0.582231,0.064722,0.280000,0.240000,0.270000,0.273333,0.600000,0.600000,0.600000,1.000000
BiasedLexRank.AU_04,45,0.397277,0.414089,0.419408,0.427356,0.558248,0.565515,0.569103,0.579735,0.396094,0.437116,0.454250,0.494333,0.524589,0.546857,0.558167,0.606754,0.398833,0.582240,0.093270,0.360000,0.340000,0.320000,0.320000,0.400000,0.600000,0.600000,0.800000
BiasedLexRank.AU_04,46,0.200000,0.238476,0.281231,0.284727,0.282479,0.327015,0.382745,0.387363,0.200000,0.283855,0.415495,0.432456,0.267135,0.357328,0.512015,0.532115,0.205229,0.300093,0.059612,0.200000,0.240000,0.290000,0.293333,0.200000,0.600000,1.000000,1.000000
BiasedLexRank.AU_04,53,0.318911,0.340272,0.345687,0.351328,0.379410,0.397169,0.402535,0.409074,0.364311,0.416321,0.433815,0.459098,0.423692,0.465819,0.482027,0.509958,0.289642,0.349832,0.063234,0.280000,0.300000,0.270000,0.280000,0.600000,0.800000,0.800000,0.800000
BiasedLexRank.AU_04,54,0.229047,0.303176,0.315984,0.316409,0.319814,0.411671,0.426874,0.427360,0.250953,0.409827,0.449673,0.451563,0.329271,0.508917,0.550495,0.552333,0.217994,0.317128,0.071005,0.240000,0.320000,0.320000,0.313333,0.400000,1.000000,1.000000,1.000000
BiasedLexRank.AU_04,55,0.400000,0.415123,0.456579,0.457354,0.557806,0.562662,0.615708,0.616638,0.400000,0.431796,0.561989,0.565614,0.524337,0.535478,0.687047,0.690935,0.402417,0.584175,0.062782,0.240000,0.220000,0.260000,0.266667,0.600000,0.600000,1.000000,1.000000
BiasedLexRank.AU_04,57,0.300151,0.319857,0.330397,0.330400,0.416807,0.431801,0.443845,0.443739,0.324020,0.372456,0.406379,0.406394,0.423473,0.460614,0.495641,0.495146,0.293060,0.422612,0.073270,0.280000,0.320000,0.290000,0.273333,0.400000,0.600000,0.800000,0.800000
BiasedLexRank.AU_04,58,0.266566,0.274137,0.288019,0.292421,0.376496,0.374667,0.391185,0.397049,0.294218,0.310650,0.349281,0.370166,0.392979,0.388859,0.429595,0.454729,0.247736,0.361964,0.065329,0.280000,0.240000,0.260000,0.273333,0.400000,0.400000,0.600000,0.600000
BiasedLexRank.AU_04,59,0.328593,0.346580,0.356406,0.359304,0.461735,0.472501,0.483058,0.486862,0.375245,0.415369,0.452565,0.466439,0.496977,0.518414,0.555576,0.572009,0.300644,0.438626,0.093683,0.320000,0.340000,0.320000,0.300000,0.600000,0.600000,0.800000,0.800000
BiasedLexRank.AU_04,61,0.200000,0.228628,0.231902,0.233249,0.296147,0.325201,0.327138,0.328854,0.200000,0.262877,0.271913,0.278075,0.280306,0.340072,0.343676,0.350651,0.202673,0.312598,0.088274,0.200000,0.240000,0.220000,0.226667,0.200000,0.400000,0.400000,0.400000
BiasedLexRank.AU_04,63,0.200000,0.200000,0.209017,0.209017,0.292737,0.281800,0.291294,0.291122,0.200000,0.200000,0.231782,0.231782,0.281028,0.260202,0.292251,0.291543,0.200005,0.298790,0.066385,0.200000,0.200000,0.210000,0.206667,0.200000,0.200000,0.400000,0.400000
BiasedLexRank.AU_04,64,0.274735,0.295873,0.296530,0.305434,0.485043,0.489422,0.485039,0.499341,0.301578,0.353576,0.355554,0.397381,0.483805,0.502527,0.490759,0.547373,0.259052,0.482047,0.087694,0.240000,0.260000,0.250000,0.253333,0.400000,0.600000,0.600000,0.800000
BiasedLexRank.AU_04,65,0.290772,0.326986,0.333030,0.333484,0.405828,0.440749,0.445871,0.446354,0.311463,0.386160,0.406342,0.408344,0.414764,0.479685,0.495237,0.497102,0.289719,0.412608,0.067131,0.280000,0.260000,0.260000,0.246667,0.400000,0.600000,0.600000,0.600000
BiasedLexRank.AU_04,67,0.200000,0.220612,0.228203,0.238904,0.284668,0.302587,0.311174,0.325682,0.200000,0.243318,0.273361,0.327423,0.269951,0.305076,0.337152,0.403406,0.202344,0.297076,0.052754,0.200000,0.220000,0.220000,0.226667,0.200000,0.400000,0.600000,0.800000
BiasedLexRank.AU_04,68,0.369440,0.387272,0.403350,0.404706,0.537412,0.541499,0.559408,0.560968,0.364639,0.410254,0.471414,0.477583,0.504950,0.524871,0.589390,0.595692,0.369339,0.553617,0.091481,0.280000,0.280000,0.250000,0.253333,0.400000,0.600000,0.800000,0.800000
BiasedLexRank.AU_04,71,0.345537,0.361924,0.368740,0.369409,0.491817,0.497793,0.503404,0.504162,0.379752,0.412947,0.433709,0.437050,0.512572,0.520968,0.535741,0.539181,0.336921,0.494719,0.096359,0.280000,0.280000,0.270000,0.273333,0.600000,0.600000,0.600000,0.600000
