runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
MaxSum.AU_01,1,0.429955,0.475834,0.487385,0.489835,0.615418,0.658489,0.669391,0.672255,0.454291,0.549123,0.583594,0.595262,0.617135,0.697486,0.725339,0.737534,0.412925,0.610141,0.083095,0.320000,0.340000,0.270000,0.273333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_01,3,0.278971,0.286737,0.304803,0.311438,0.406167,0.400345,0.421883,0.430909,0.301217,0.317994,0.373188,0.407028,0.419498,0.407368,0.466527,0.508065,0.269508,0.401610,0.052099,0.240000,0.240000,0.250000,0.253333,0.400000,0.400000,0.600000,0.800000
MaxSum.AU_01,5,0.301664,0.319288,0.337417,0.347560,0.457339,0.461351,0.482477,0.496768,0.334053,0.373403,0.431678,0.480083,0.483663,0.491021,0.551151,0.611901,0.285880,0.447815,0.111718,0.280000,0.260000,0.250000,0.246667,0.600000,0.600000,0.800000,1.000000
MaxSum.AU_01,6,0.315885,0.335302,0.354875,0.362951,0.435181,0.448484,0.471985,0.482422,0.354695,0.395553,0.463166,0.503292,0.464566,0.488716,0.562841,0.609979,0.295587,0.416618,0.099541,0.240000,0.220000,0.250000,0.246667,0.600000,0.600000,0.800000,1.000000
MaxSum.AU_01,7,0.480484,0.520606,0.532577,0.536117,0.656198,0.689793,0.703104,0.707661,0.507766,0.597037,0.634447,0.650113,0.656221,0.727046,0.764702,0.783043,0.468235,0.657175,0.078853,0.280000,0.280000,0.310000,0.286667,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_01,8,0.400605,0.456790,0.466535,0.468128,0.562925,0.622753,0.632193,0.634216,0.461592,0.581639,0.613356,0.620651,0.611335,0.725932,0.752658,0.760934,0.375119,0.547278,0.076830,0.280000,0.340000,0.290000,0.286667,1.000000,1.000000,1.000000,1.000000
MaxSum.AU_01,9,0.389713,0.442164,0.457429,0.458721,0.574487,0.623162,0.638509,0.639956,0.445968,0.557412,0.605996,0.612073,0.629946,0.719680,0.761423,0.767291,0.367815,0.554754,0.080824,0.320000,0.280000,0.280000,0.273333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_01,10,0.291074,0.327794,0.362915,0.365546,0.423415,0.457693,0.502786,0.506276,0.309839,0.398290,0.516548,0.528922,0.429064,0.507975,0.644461,0.659070,0.289164,0.433416,0.075732,0.240000,0.220000,0.230000,0.233333,0.400000,0.800000,1.000000,1.000000
MaxSum.AU_01,11,0.388502,0.427721,0.447656,0.449992,0.528395,0.565810,0.589226,0.592193,0.437795,0.523591,0.588885,0.599514,0.564129,0.638912,0.708496,0.720747,0.372242,0.519147,0.074833,0.280000,0.260000,0.290000,0.293333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_01,12,0.419970,0.470556,0.492019,0.494555,0.619090,0.663177,0.686894,0.689978,0.433288,0.546436,0.614608,0.626538,0.612035,0.705508,0.772673,0.785505,0.413190,0.623190,0.084796,0.240000,0.240000,0.230000,0.240000,0.600000,1.000000,1.000000,1.000000
