runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
DivRank.AU_06,1,0.317700,0.354698,0.376199,0.379659,0.454742,0.490853,0.516686,0.521048,0.359621,0.435857,0.504625,0.521683,0.488530,0.553618,0.627190,0.646369,0.297668,0.439837,0.060459,0.280000,0.260000,0.270000,0.260000,0.600000,0.800000,1.000000,1.000000
DivRank.AU_06,3,0.278971,0.303349,0.324011,0.324013,0.406167,0.423538,0.448469,0.448308,0.301217,0.357039,0.419999,0.420006,0.419498,0.457386,0.525046,0.524264,0.270605,0.403244,0.055271,0.240000,0.220000,0.220000,0.213333,0.400000,0.600000,0.800000,0.800000
DivRank.AU_06,5,0.271710,0.318017,0.341804,0.343586,0.411927,0.459514,0.488749,0.491088,0.310619,0.408343,0.486064,0.494542,0.449735,0.536967,0.620590,0.630330,0.246703,0.386448,0.058165,0.240000,0.220000,0.260000,0.260000,0.600000,0.800000,1.000000,1.000000
DivRank.AU_06,6,0.265658,0.286981,0.313923,0.325844,0.365986,0.383852,0.417519,0.433101,0.287396,0.334858,0.419494,0.475277,0.376421,0.413726,0.509771,0.576025,0.255145,0.359617,0.050124,0.200000,0.200000,0.220000,0.226667,0.400000,0.600000,1.000000,1.000000
DivRank.AU_06,7,0.283812,0.298943,0.318601,0.330795,0.387603,0.396094,0.420615,0.436641,0.319242,0.357738,0.420364,0.477463,0.412578,0.435638,0.506668,0.575091,0.259751,0.364564,0.050099,0.240000,0.220000,0.230000,0.233333,0.600000,0.800000,0.800000,1.000000
DivRank.AU_06,8,0.462330,0.493788,0.513789,0.517329,0.649660,0.673194,0.696227,0.700873,0.494579,0.560709,0.619597,0.636373,0.655023,0.699810,0.760316,0.780210,0.440421,0.642550,0.065705,0.280000,0.300000,0.270000,0.273333,0.800000,0.800000,1.000000,1.000000
DivRank.AU_06,9,0.295310,0.329340,0.357313,0.361124,0.435326,0.464154,0.498760,0.503800,0.346794,0.420792,0.511497,0.529653,0.489859,0.543288,0.642686,0.663969,0.257222,0.387954,0.053657,0.200000,0.260000,0.240000,0.266667,0.800000,0.800000,1.000000,1.000000
DivRank.AU_06,10,0.277156,0.357467,0.370518,0.372992,0.403169,0.499126,0.513320,0.516588,0.318432,0.491520,0.534325,0.545913,0.440963,0.626880,0.666639,0.680241,0.253201,0.379512,0.065075,0.200000,0.280000,0.270000,0.273333,0.600000,1.000000,1.000000,1.000000
DivRank.AU_06,11,0.498638,0.523268,0.537332,0.540602,0.678189,0.692204,0.707261,0.711437,0.551303,0.603046,0.645553,0.660671,0.710392,0.735867,0.776674,0.794270,0.458038,0.638802,0.067020,0.320000,0.300000,0.290000,0.286667,1.000000,1.000000,1.000000,1.000000
DivRank.AU_06,12,0.343116,0.370923,0.384568,0.389340,0.505798,0.522758,0.536885,0.543187,0.404205,0.468303,0.513941,0.537112,0.570953,0.604629,0.646115,0.673389,0.302095,0.455633,0.062197,0.280000,0.240000,0.250000,0.253333,0.800000,1.000000,1.000000,1.000000
DivRank.AU_06,13,0.200000,0.257328,0.293590,0.299475,0.353098,0.427949,0.482201,0.491425,0.200000,0.325268,0.445875,0.472734,0.320850,0.466270,0.618343,0.653287,0.206687,0.385066,0.059431,0.200000,0.220000,0.270000,0.253333,0.200000,0.600000,1.000000,1.000000
DivRank.AU_06,14,0.338880,0.371874,0.397185,0.397876,0.491444,0.518512,0.548706,0.549364,0.401082,0.473753,0.550318,0.553417,0.555556,0.606470,0.686207,0.688537,0.296398,0.440757,0.058863,0.280000,0.260000,0.290000,0.286667,0.800000,0.800000,1.000000,1.000000
