runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
GrassHopper.AU_06,1,0.345234,0.353305,0.359309,0.360129,0.494153,0.488925,0.493488,0.494245,0.381883,0.399953,0.420176,0.423765,0.518773,0.508014,0.522229,0.525049,0.331846,0.490338,0.065579,0.320000,0.280000,0.270000,0.253333,0.600000,0.600000,0.600000,0.600000
GrassHopper.AU_06,3,0.283812,0.301184,0.306560,0.308570,0.413216,0.420515,0.424315,0.426942,0.319242,0.357019,0.375803,0.385946,0.444601,0.457360,0.469796,0.481750,0.260846,0.388701,0.044646,0.240000,0.220000,0.220000,0.220000,0.600000,0.600000,0.600000,0.600000
GrassHopper.AU_06,5,0.378820,0.391370,0.402249,0.403347,0.574312,0.565504,0.575180,0.576504,0.384530,0.414143,0.449557,0.454568,0.556747,0.544595,0.573980,0.579380,0.367871,0.576251,0.062865,0.240000,0.220000,0.250000,0.266667,0.600000,0.600000,0.600000,0.600000
GrassHopper.AU_06,6,0.200000,0.200000,0.211098,0.215546,0.275531,0.267511,0.280761,0.286496,0.200000,0.200000,0.234120,0.255017,0.261952,0.247105,0.284503,0.309075,0.200037,0.281944,0.043739,0.200000,0.200000,0.210000,0.213333,0.200000,0.200000,0.400000,0.400000
GrassHopper.AU_06,7,0.248411,0.248096,0.263718,0.266166,0.339256,0.328722,0.348159,0.351332,0.265855,0.264976,0.314847,0.326822,0.343583,0.322677,0.379487,0.393649,0.237573,0.333438,0.070866,0.240000,0.220000,0.220000,0.226667,0.400000,0.400000,0.600000,0.600000
GrassHopper.AU_06,8,0.412708,0.448962,0.464301,0.473458,0.579932,0.612081,0.629166,0.641437,0.420550,0.498995,0.554137,0.597566,0.556979,0.622786,0.679989,0.732631,0.409936,0.598074,0.070454,0.240000,0.260000,0.270000,0.286667,0.600000,0.800000,1.000000,1.000000
GrassHopper.AU_06,9,0.236309,0.287918,0.304888,0.316053,0.348350,0.405776,0.425582,0.440922,0.256725,0.364284,0.419839,0.469971,0.362633,0.470330,0.527520,0.589152,0.225975,0.340825,0.058408,0.240000,0.260000,0.280000,0.273333,0.400000,0.800000,0.800000,1.000000
GrassHopper.AU_06,10,0.356430,0.381304,0.390222,0.397821,0.518486,0.532408,0.540618,0.550976,0.417517,0.474231,0.502291,0.539839,0.578176,0.604830,0.626674,0.672673,0.317448,0.475809,0.066311,0.320000,0.280000,0.270000,0.273333,0.800000,1.000000,1.000000,1.000000
GrassHopper.AU_06,11,0.433283,0.463756,0.485981,0.488850,0.589300,0.613479,0.639670,0.643331,0.439267,0.509393,0.577413,0.591280,0.566026,0.621586,0.694694,0.710847,0.435619,0.607536,0.070506,0.280000,0.280000,0.290000,0.280000,0.600000,0.800000,1.000000,1.000000
GrassHopper.AU_06,12,0.296520,0.297196,0.300523,0.306334,0.437110,0.418852,0.419552,0.427382,0.344151,0.344896,0.356754,0.386557,0.486125,0.445298,0.448504,0.484636,0.259376,0.391202,0.049700,0.280000,0.240000,0.220000,0.213333,0.600000,0.600000,0.600000,0.800000
GrassHopper.AU_06,13,0.200000,0.244660,0.282253,0.289430,0.353098,0.406882,0.463582,0.474941,0.200000,0.289608,0.404648,0.438513,0.320850,0.415151,0.561168,0.605995,0.207263,0.386138,0.062471,0.200000,0.240000,0.270000,0.266667,0.200000,0.600000,1.000000,1.000000
GrassHopper.AU_06,14,0.408169,0.432333,0.456506,0.462374,0.591926,0.602811,0.630657,0.638419,0.423043,0.478520,0.555583,0.583226,0.585974,0.612573,0.692772,0.725624,0.394343,0.586406,0.088448,0.320000,0.340000,0.350000,0.340000,0.600000,0.800000,1.000000,1.000000
GrassHopper.AU_06,16,0.305900,0.346301,0.359515,0.363912,0.429847,0.473380,0.488097,0.493892,0.330209,0.420765,0.462842,0.482293,0.437331,0.527567,0.569216,0.592266,0.301613,0.440320,0.100923,0.320000,0.380000,0.350000,0.366667,0.400000,0.800000,0.800000,0.800000
GrassHopper.AU_06,18,0.200000,0.216032,0.233758,0.234924,0.281037,0.294342,0.316741,0.318226,0.200000,0.239120,0.296906,0.302812,0.264881,0.298146,0.364458,0.371247,0.200625,0.292663,0.059908,0.200000,0.220000,0.240000,0.240000,0.200000,0.400000,0.600000,0.600000
GrassHopper.AU_06,21,0.269894,0.285335,0.291241,0.291328,0.399642,0.405861,0.410742,0.410661,0.309544,0.345218,0.365293,0.365702,0.433835,0.446593,0.461373,0.460962,0.236699,0.365078,0.050369,0.240000,0.240000,0.230000,0.233333,0.600000,0.600000,0.600000,0.600000
GrassHopper.AU_06,22,0.450832,0.475049,0.489411,0.493099,0.615702,0.629431,0.646053,0.650835,0.516691,0.567979,0.616386,0.633875,0.667755,0.691660,0.742764,0.763413,0.426472,0.598559,0.079386,0.360000,0.320000,0.300000,0.306667,1.000000,1.000000,1.000000,1.000000
GrassHopper.AU_06,23,0.359758,0.377152,0.406970,0.413876,0.649727,0.642335,0.680452,0.690813,0.357187,0.402434,0.493943,0.527747,0.592552,0.596807,0.696882,0.739649,0.355286,0.669536,0.116949,0.280000,0.280000,0.260000,0.240000,0.400000,0.600000,0.800000,1.000000
GrassHopper.AU_06,24,0.397277,0.426882,0.431689,0.431691,0.476934,0.502077,0.506152,0.506117,0.396094,0.461041,0.476212,0.476219,0.465733,0.519814,0.532046,0.531885,0.401037,0.488501,0.072397,0.360000,0.360000,0.360000,0.340000,0.400000,0.600000,0.600000,0.600000
GrassHopper.AU_06,25,0.236309,0.280732,0.295466,0.307468,0.332058,0.383772,0.401236,0.417361,0.256725,0.345575,0.394169,0.448972,0.340008,0.433315,0.485074,0.551543,0.225825,0.329683,0.066707,0.240000,0.260000,0.270000,0.280000,0.400000,0.800000,0.800000,1.000000
GrassHopper.AU_06,26,0.417852,0.440478,0.465529,0.471090,0.573505,0.587379,0.617112,0.624352,0.414811,0.458234,0.545642,0.572804,0.540538,0.563604,0.659998,0.692250,0.429744,0.604494,0.064956,0.280000,0.260000,0.260000,0.273333,0.600000,0.800000,1.000000,1.000000
GrassHopper.AU_06,31,0.429955,0.438670,0.446496,0.447136,0.611972,0.603763,0.610005,0.610786,0.454291,0.472425,0.500000,0.503035,0.613182,0.596637,0.618504,0.621867,0.407434,0.598348,0.058486,0.320000,0.260000,0.250000,0.246667,0.800000,0.800000,0.800000,0.800000
GrassHopper.AU_06,32,0.426324,0.473365,0.481093,0.484982,0.591272,0.638721,0.646226,0.651296,0.447047,0.558219,0.582885,0.603251,0.582385,0.689383,0.710745,0.734854,0.410245,0.592139,0.098151,0.400000,0.460000,0.420000,0.386667,0.600000,1.000000,1.000000,1.000000
GrassHopper.AU_06,33,0.262935,0.270834,0.271549,0.278430,0.362234,0.362254,0.361161,0.370080,0.291332,0.308414,0.310495,0.339680,0.381575,0.381053,0.377315,0.411684,0.242944,0.342421,0.070749,0.280000,0.300000,0.290000,0.286667,0.400000,0.400000,0.400000,0.600000
GrassHopper.AU_06,34,0.254766,0.270086,0.286504,0.303525,0.355274,0.366015,0.386327,0.409186,0.268289,0.307465,0.362471,0.444710,0.351685,0.381238,0.443177,0.543217,0.250335,0.363384,0.055699,0.200000,0.200000,0.220000,0.246667,0.400000,0.600000,0.600000,1.000000
GrassHopper.AU_06,35,0.369440,0.372843,0.382812,0.383402,0.525840,0.514299,0.523755,0.524298,0.364639,0.372690,0.408172,0.410828,0.492173,0.472229,0.505299,0.507525,0.369054,0.542353,0.061442,0.280000,0.260000,0.250000,0.240000,0.400000,0.400000,0.600000,0.600000
GrassHopper.AU_06,37,0.200000,0.223246,0.226249,0.233153,0.276569,0.301472,0.302836,0.311822,0.200000,0.257902,0.266659,0.300597,0.263299,0.323580,0.326057,0.366283,0.200751,0.283996,0.057048,0.200000,0.240000,0.230000,0.226667,0.200000,0.400000,0.400000,0.600000
GrassHopper.AU_06,38,0.200000,0.227827,0.239814,0.250529,0.284668,0.312675,0.327089,0.341594,0.200000,0.262100,0.307170,0.361803,0.269951,0.329110,0.378973,0.445792,0.202501,0.297310,0.060143,0.200000,0.240000,0.250000,0.260000,0.200000,0.400000,0.600000,0.800000
GrassHopper.AU_06,39,0.435401,0.435170,0.447134,0.448737,0.607686,0.586571,0.598605,0.600600,0.470811,0.469866,0.509600,0.516883,0.626962,0.583663,0.620988,0.629204,0.401216,0.571398,0.070057,0.320000,0.260000,0.280000,0.273333,0.800000,0.800000,0.800000,0.800000
GrassHopper.AU_06,40,0.403026,0.410032,0.425621,0.430330,0.572165,0.561870,0.579490,0.585676,0.417457,0.432541,0.485341,0.509111,0.562370,0.543104,0.598331,0.626620,0.386624,0.565743,0.057812,0.280000,0.240000,0.250000,0.260000,0.600000,0.600000,0.800000,0.800000
GrassHopper.AU_06,41,0.400000,0.432631,0.455346,0.455728,0.553138,0.581135,0.607161,0.607422,0.400000,0.471982,0.544420,0.546171,0.526599,0.586241,0.662137,0.663137,0.402984,0.569592,0.060888,0.240000,0.220000,0.260000,0.273333,0.600000,0.800000,0.800000,0.800000
GrassHopper.AU_06,42,0.291679,0.294997,0.303072,0.313624,0.431900,0.419529,0.427249,0.441946,0.321767,0.328151,0.358895,0.407885,0.450967,0.424450,0.452985,0.513967,0.275001,0.424127,0.055359,0.200000,0.200000,0.210000,0.226667,0.600000,0.600000,0.800000,1.000000
GrassHopper.AU_06,43,0.229047,0.263293,0.303593,0.306629,0.323504,0.360692,0.412867,0.416846,0.250953,0.324510,0.449431,0.464617,0.335191,0.407980,0.553474,0.571318,0.213156,0.311570,0.064367,0.240000,0.260000,0.320000,0.306667,0.400000,0.600000,1.000000,1.000000
GrassHopper.AU_06,44,0.409077,0.419154,0.430976,0.441511,0.603033,0.590692,0.601469,0.615832,0.432839,0.453965,0.496662,0.545026,0.611400,0.586081,0.623927,0.683122,0.383742,0.578766,0.065928,0.280000,0.240000,0.270000,0.273333,0.600000,0.600000,0.800000,1.000000
GrassHopper.AU_06,45,0.509531,0.546271,0.556076,0.557550,0.715986,0.746034,0.754552,0.756351,0.536578,0.610997,0.641392,0.648077,0.710647,0.764392,0.788122,0.795463,0.505395,0.737806,0.078126,0.280000,0.300000,0.300000,0.313333,1.000000,1.000000,1.000000,1.000000
GrassHopper.AU_06,46,0.254766,0.273749,0.311542,0.317410,0.359829,0.375383,0.423996,0.431827,0.268289,0.311043,0.437303,0.464901,0.358346,0.391554,0.538889,0.572038,0.251256,0.367396,0.053209,0.200000,0.220000,0.280000,0.300000,0.400000,0.600000,1.000000,1.000000
GrassHopper.AU_06,53,0.311649,0.317892,0.336191,0.347054,0.370770,0.371047,0.391477,0.404098,0.358539,0.371625,0.425770,0.477864,0.416980,0.415809,0.473087,0.530803,0.280000,0.338186,0.062167,0.280000,0.260000,0.270000,0.280000,0.600000,0.600000,0.800000,1.000000
GrassHopper.AU_06,54,0.229047,0.299569,0.315518,0.315807,0.319814,0.406773,0.426244,0.426546,0.250953,0.400435,0.449677,0.450969,0.329271,0.497255,0.550501,0.551606,0.217955,0.317072,0.070109,0.240000,0.300000,0.330000,0.313333,0.400000,1.000000,1.000000,1.000000
