runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
MaxSum.AU_02,1,0.489259,0.513516,0.521977,0.523395,0.700303,0.710635,0.716902,0.718313,0.542737,0.592540,0.620187,0.626905,0.737285,0.752633,0.770820,0.776741,0.447298,0.660930,0.091001,0.400000,0.340000,0.290000,0.280000,1.000000,1.000000,1.000000,1.000000
MaxSum.AU_02,3,0.267474,0.295505,0.303059,0.309764,0.389427,0.412586,0.419468,0.428593,0.288839,0.352686,0.378995,0.410666,0.402260,0.451810,0.473786,0.512606,0.257941,0.384372,0.052399,0.200000,0.240000,0.240000,0.246667,0.400000,0.600000,0.600000,0.800000
MaxSum.AU_02,5,0.285325,0.310625,0.333292,0.341442,0.432569,0.448833,0.476578,0.488024,0.305392,0.359594,0.431079,0.473571,0.442166,0.472862,0.550387,0.603600,0.281886,0.441560,0.112628,0.240000,0.240000,0.250000,0.246667,0.400000,0.600000,0.800000,1.000000
MaxSum.AU_02,6,0.369138,0.388107,0.399125,0.406818,0.508545,0.519114,0.530838,0.540729,0.422892,0.462743,0.499817,0.539001,0.553888,0.571731,0.607379,0.653258,0.342440,0.482656,0.106898,0.280000,0.240000,0.260000,0.246667,0.800000,0.800000,0.800000,1.000000
MaxSum.AU_02,7,0.349773,0.404418,0.416547,0.421305,0.477686,0.535846,0.549922,0.556112,0.401532,0.518491,0.555192,0.577259,0.518927,0.631396,0.669176,0.695293,0.325120,0.456310,0.077673,0.240000,0.260000,0.310000,0.293333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_02,8,0.376399,0.444590,0.454057,0.456143,0.528912,0.606122,0.615285,0.617979,0.428665,0.572130,0.601440,0.610976,0.567726,0.714064,0.738036,0.749073,0.358688,0.523307,0.075313,0.280000,0.340000,0.280000,0.293333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_02,9,0.380030,0.416513,0.433117,0.435551,0.560214,0.587011,0.604572,0.607632,0.454199,0.532609,0.584445,0.595474,0.641573,0.687656,0.734344,0.746483,0.332539,0.501549,0.080561,0.280000,0.280000,0.280000,0.273333,1.000000,1.000000,1.000000,1.000000
MaxSum.AU_02,10,0.321936,0.362806,0.380721,0.387962,0.468310,0.506581,0.527455,0.537322,0.358752,0.452901,0.515883,0.549060,0.496798,0.577625,0.643631,0.684164,0.305244,0.457517,0.072483,0.240000,0.240000,0.220000,0.240000,0.600000,0.800000,1.000000,1.000000
MaxSum.AU_02,11,0.430862,0.478221,0.500194,0.501978,0.586008,0.632614,0.658377,0.660607,0.448913,0.554275,0.623159,0.631642,0.578454,0.676353,0.749732,0.759371,0.420637,0.586642,0.074706,0.240000,0.260000,0.290000,0.293333,0.800000,1.000000,1.000000,1.000000
MaxSum.AU_02,12,0.419970,0.468552,0.489283,0.492537,0.619090,0.660352,0.683075,0.687163,0.433288,0.541546,0.607408,0.622034,0.612035,0.699195,0.763620,0.779858,0.413110,0.623070,0.075633,0.240000,0.240000,0.240000,0.233333,0.600000,1.000000,1.000000,1.000000
MaxSum.AU_02,13,0.292890,0.318275,0.348722,0.356794,0.517094,0.529307,0.572752,0.585481,0.329940,0.384040,0.483333,0.519818,0.529306,0.550519,0.670290,0.718353,0.270720,0.504362,0.078243,0.200000,0.200000,0.220000,0.233333,0.600000,0.600000,1.000000,1.000000
