runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
MMR.AU_07,1,0.348563,0.380993,0.389979,0.393128,0.498917,0.527241,0.535611,0.539534,0.419858,0.493983,0.521499,0.535531,0.570360,0.627449,0.648162,0.663527,0.297347,0.439363,0.069075,0.360000,0.300000,0.270000,0.266667,0.800000,1.000000,1.000000,1.000000
MMR.AU_07,3,0.283812,0.301973,0.320280,0.329524,0.413216,0.421617,0.443304,0.455933,0.319242,0.358887,0.413455,0.455122,0.444601,0.459753,0.516865,0.568097,0.260969,0.388884,0.057617,0.240000,0.260000,0.260000,0.246667,0.600000,0.600000,0.800000,1.000000
MMR.AU_07,5,0.433283,0.451646,0.454179,0.469826,0.656881,0.652599,0.649436,0.671523,0.439267,0.480058,0.488028,0.558918,0.636000,0.631272,0.623097,0.712382,0.434653,0.680861,0.153298,0.280000,0.280000,0.240000,0.240000,0.600000,0.600000,0.600000,1.000000
MMR.AU_07,6,0.380030,0.406171,0.423457,0.427891,0.523551,0.543276,0.563200,0.568738,0.438517,0.497000,0.551260,0.572093,0.574352,0.614055,0.669893,0.693365,0.349533,0.492653,0.089372,0.280000,0.280000,0.270000,0.273333,0.800000,0.800000,1.000000,1.000000
MMR.AU_07,7,0.506505,0.535650,0.549632,0.550510,0.691736,0.709726,0.725620,0.726659,0.564278,0.627584,0.671940,0.675973,0.729255,0.764244,0.809892,0.814191,0.463170,0.650066,0.093476,0.360000,0.300000,0.320000,0.300000,1.000000,1.000000,1.000000,1.000000
MMR.AU_07,8,0.341301,0.380928,0.399675,0.402600,0.479592,0.519329,0.541593,0.545440,0.395795,0.486837,0.548616,0.561834,0.524194,0.607612,0.673215,0.688823,0.307829,0.449106,0.068584,0.240000,0.220000,0.240000,0.260000,0.800000,1.000000,1.000000,1.000000
MMR.AU_07,9,0.467776,0.501768,0.509603,0.512484,0.689563,0.707165,0.711336,0.714961,0.505874,0.578832,0.605892,0.618802,0.714565,0.747335,0.761292,0.775727,0.439977,0.663592,0.072055,0.320000,0.300000,0.290000,0.286667,0.800000,1.000000,1.000000,1.000000
MMR.AU_07,10,0.438124,0.487705,0.504709,0.506593,0.637324,0.680974,0.699229,0.701624,0.469492,0.572126,0.627258,0.635789,0.650151,0.729684,0.782586,0.792233,0.415371,0.622582,0.084569,0.280000,0.260000,0.250000,0.260000,0.800000,1.000000,1.000000,1.000000
MMR.AU_07,11,0.361876,0.397826,0.412348,0.415438,0.492181,0.526263,0.542751,0.546719,0.425837,0.506371,0.557972,0.572235,0.548720,0.617899,0.671304,0.687951,0.322033,0.449124,0.094944,0.280000,0.300000,0.270000,0.273333,0.800000,1.000000,1.000000,1.000000
MMR.AU_07,12,0.300151,0.343955,0.358447,0.366376,0.442462,0.484751,0.500418,0.511149,0.342678,0.434836,0.481468,0.520958,0.484045,0.561421,0.605291,0.653137,0.275571,0.415628,0.070907,0.240000,0.240000,0.260000,0.266667,0.600000,0.800000,1.000000,1.000000
