runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,ERR-IA@30,nERR-IA@5,nERR-IA@10,nERR-IA@20,nERR-IA@30,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-DCG@30,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,alpha-nDCG@30,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,P-IA@30,strec@5,strec@10,strec@20,strec@30
MMR.AU_09,1,0.348563,0.367498,0.389593,0.392435,0.498917,0.508567,0.535081,0.538583,0.419858,0.458028,0.522117,0.534809,0.570360,0.581779,0.648930,0.662633,0.297425,0.439478,0.069717,0.360000,0.280000,0.280000,0.266667,0.800000,0.800000,1.000000,1.000000
MMR.AU_09,3,0.283812,0.301973,0.320280,0.329524,0.413216,0.421617,0.443304,0.455933,0.319242,0.358887,0.413455,0.455122,0.444601,0.459753,0.516865,0.568097,0.260969,0.388884,0.057617,0.240000,0.260000,0.260000,0.246667,0.600000,0.600000,0.800000,1.000000
MMR.AU_09,5,0.430560,0.448082,0.457687,0.468597,0.652752,0.647449,0.654452,0.669766,0.437103,0.477179,0.514233,0.568897,0.632866,0.627486,0.656555,0.725101,0.430551,0.674436,0.144499,0.280000,0.280000,0.240000,0.233333,0.600000,0.600000,0.800000,1.000000
MMR.AU_09,6,0.341301,0.380595,0.397947,0.402322,0.470196,0.509067,0.529271,0.534752,0.395795,0.478815,0.533156,0.553754,0.518398,0.591587,0.647893,0.671138,0.309947,0.436859,0.090815,0.240000,0.280000,0.270000,0.266667,0.800000,0.800000,1.000000,1.000000
MMR.AU_09,7,0.511952,0.536187,0.552774,0.553743,0.699174,0.710437,0.729768,0.730926,0.568607,0.622151,0.673903,0.678365,0.734850,0.757629,0.812259,0.817072,0.468983,0.658224,0.091185,0.360000,0.300000,0.300000,0.300000,1.000000,1.000000,1.000000,1.000000
MMR.AU_09,8,0.361876,0.399680,0.420809,0.421850,0.508503,0.544894,0.570231,0.571519,0.425837,0.508855,0.574283,0.579098,0.563981,0.635092,0.704711,0.709989,0.322570,0.470612,0.070289,0.240000,0.240000,0.250000,0.266667,1.000000,1.000000,1.000000,1.000000
MMR.AU_09,9,0.445991,0.478597,0.498141,0.501021,0.657449,0.674509,0.695336,0.698970,0.467659,0.537432,0.595955,0.608866,0.660585,0.693883,0.748807,0.763271,0.432971,0.653024,0.070754,0.320000,0.320000,0.290000,0.286667,0.600000,0.800000,1.000000,1.000000
MMR.AU_09,10,0.498638,0.534304,0.549157,0.550634,0.725352,0.746040,0.760808,0.762620,0.536129,0.616427,0.664735,0.671650,0.742429,0.786185,0.829344,0.836917,0.477217,0.715281,0.082947,0.280000,0.260000,0.260000,0.266667,1.000000,1.000000,1.000000,1.000000
MMR.AU_09,11,0.364297,0.417651,0.434567,0.436139,0.495473,0.552489,0.571997,0.573962,0.420550,0.532219,0.584758,0.592318,0.541908,0.649440,0.703531,0.712095,0.338017,0.471416,0.096632,0.280000,0.300000,0.280000,0.286667,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,12,0.292890,0.333477,0.351335,0.359159,0.431757,0.469984,0.490490,0.501081,0.329940,0.420951,0.475367,0.514697,0.466052,0.543493,0.597621,0.645288,0.270845,0.408499,0.070407,0.200000,0.240000,0.260000,0.266667,0.600000,0.800000,1.000000,1.000000
MMR.AU_09,13,0.321936,0.369105,0.386039,0.391864,0.568376,0.613839,0.634042,0.643030,0.373927,0.473471,0.526797,0.553538,0.599871,0.678719,0.730565,0.764951,0.289923,0.540138,0.063165,0.240000,0.240000,0.260000,0.266667,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,14,0.317095,0.350181,0.368793,0.371066,0.459851,0.488265,0.509483,0.512346,0.362868,0.432911,0.502050,0.512562,0.502623,0.554187,0.626021,0.637707,0.290168,0.431493,0.063493,0.200000,0.220000,0.260000,0.266667,0.800000,0.800000,1.000000,1.000000
MMR.AU_09,16,0.331619,0.377707,0.393211,0.396465,0.465986,0.516311,0.533845,0.538071,0.388344,0.489971,0.541724,0.556504,0.514325,0.614340,0.666228,0.683399,0.294983,0.430641,0.057222,0.240000,0.280000,0.270000,0.280000,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,18,0.334039,0.346098,0.362137,0.374266,0.469388,0.471556,0.490694,0.506978,0.383057,0.409121,0.465066,0.521081,0.507323,0.510113,0.570878,0.638845,0.303726,0.443060,0.067005,0.240000,0.240000,0.250000,0.260000,0.800000,0.800000,0.800000,1.000000
MMR.AU_09,21,0.476853,0.490724,0.505341,0.514481,0.706093,0.698007,0.712689,0.725223,0.501397,0.537462,0.580205,0.625306,0.702724,0.695289,0.732812,0.788189,0.463690,0.715182,0.097256,0.400000,0.300000,0.310000,0.286667,0.600000,0.800000,0.800000,1.000000
MMR.AU_09,22,0.435098,0.479291,0.496429,0.496746,0.594215,0.635052,0.655318,0.655648,0.467210,0.562811,0.620254,0.621838,0.603807,0.685366,0.747426,0.748916,0.408092,0.572763,0.085006,0.280000,0.320000,0.310000,0.286667,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,23,0.254766,0.317116,0.341045,0.343833,0.460109,0.540086,0.570225,0.573902,0.268289,0.404110,0.477321,0.491218,0.445076,0.599293,0.673430,0.688454,0.256914,0.484155,0.096988,0.200000,0.220000,0.220000,0.233333,0.400000,0.800000,1.000000,1.000000
MMR.AU_09,24,0.355825,0.401068,0.421132,0.421603,0.427170,0.471716,0.493774,0.494289,0.421272,0.520174,0.580724,0.582880,0.495338,0.586484,0.648811,0.651013,0.314587,0.383196,0.159268,0.240000,0.280000,0.310000,0.320000,1.000000,1.000000,1.000000,1.000000
MMR.AU_09,25,0.416944,0.422938,0.436524,0.437003,0.585884,0.578174,0.592790,0.593193,0.438847,0.452766,0.504252,0.506403,0.581212,0.567721,0.620544,0.622095,0.394615,0.576101,0.068881,0.280000,0.240000,0.270000,0.280000,0.600000,0.600000,0.800000,0.800000
MMR.AU_09,26,0.486536,0.522910,0.539893,0.541541,0.667774,0.697303,0.715689,0.717723,0.519665,0.602398,0.654295,0.662117,0.677173,0.740919,0.791422,0.800187,0.467267,0.657275,0.089269,0.320000,0.280000,0.290000,0.300000,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,31,0.421785,0.442798,0.459289,0.467579,0.600345,0.609444,0.627484,0.638712,0.434731,0.478864,0.525700,0.567020,0.586782,0.604768,0.650295,0.700967,0.413518,0.607284,0.061541,0.280000,0.280000,0.260000,0.260000,0.600000,0.600000,0.800000,1.000000
MMR.AU_09,32,0.487141,0.509831,0.526485,0.532882,0.675619,0.687925,0.707199,0.715622,0.508577,0.555745,0.614517,0.647064,0.662543,0.686328,0.749315,0.788226,0.482883,0.696982,0.127203,0.320000,0.320000,0.350000,0.346667,0.800000,0.800000,1.000000,1.000000
MMR.AU_09,33,0.300151,0.340548,0.358865,0.366681,0.413506,0.455501,0.477292,0.487379,0.342678,0.427129,0.489432,0.526956,0.448827,0.527729,0.594758,0.638660,0.275334,0.388073,0.095510,0.240000,0.240000,0.300000,0.306667,0.600000,0.800000,1.000000,1.000000
MMR.AU_09,34,0.445386,0.493878,0.502344,0.506961,0.621097,0.669294,0.677370,0.683443,0.474389,0.580614,0.607496,0.627380,0.621850,0.719925,0.742757,0.766349,0.425434,0.617555,0.067344,0.280000,0.280000,0.250000,0.266667,0.800000,1.000000,1.000000,1.000000
MMR.AU_09,35,0.327988,0.360430,0.385653,0.389411,0.466839,0.497176,0.527642,0.532514,0.378492,0.447802,0.535831,0.553273,0.510872,0.567402,0.663336,0.683497,0.296997,0.436460,0.101316,0.240000,0.240000,0.240000,0.246667,0.800000,0.800000,1.000000,1.000000
MMR.AU_09,37,0.285628,0.340290,0.366629,0.371197,0.394979,0.459529,0.490735,0.496443,0.317202,0.427934,0.513022,0.534331,0.417595,0.536912,0.627297,0.651093,0.273357,0.386709,0.102749,0.200000,0.260000,0.260000,0.260000,0.600000,0.800000,1.000000,1.000000
MMR.AU_09,38,0.317095,0.330653,0.350495,0.364231,0.451335,0.453797,0.478049,0.496626,0.362868,0.393694,0.450526,0.516456,0.489783,0.494350,0.555840,0.636346,0.287379,0.421926,0.061045,0.280000,0.240000,0.270000,0.273333,0.600000,0.600000,0.800000,1.000000
MMR.AU_09,39,0.303782,0.352116,0.368506,0.371339,0.423986,0.474621,0.493341,0.497008,0.345564,0.447552,0.500890,0.514913,0.460176,0.555945,0.610374,0.626806,0.280938,0.400103,0.084742,0.240000,0.260000,0.280000,0.273333,0.600000,1.000000,1.000000,1.000000
MMR.AU_09,40,0.331619,0.370221,0.384286,0.390484,0.470790,0.507316,0.523212,0.531446,0.388344,0.472328,0.516190,0.545160,0.523151,0.593061,0.636361,0.670990,0.295055,0.431751,0.076831,0.200000,0.220000,0.260000,0.266667,1.000000,1.000000,1.000000,1.000000
MMR.AU_09,41,0.280182,0.332217,0.358542,0.361428,0.387448,0.446253,0.478082,0.481734,0.312873,0.429717,0.514262,0.527346,0.411896,0.533744,0.625458,0.640281,0.262674,0.371273,0.058725,0.200000,0.220000,0.240000,0.240000,0.600000,1.000000,1.000000,1.000000
MMR.AU_09,42,0.298941,0.369906,0.388013,0.389550,0.442652,0.526062,0.546992,0.548938,0.334505,0.488267,0.548281,0.555612,0.468820,0.631553,0.692023,0.700114,0.284834,0.439292,0.065075,0.200000,0.220000,0.240000,0.240000,0.600000,1.000000,1.000000,1.000000
